volume,nr_RG,abbreviation,gold,system,verdict,step,candidate_miss,candidates,verdict_once,expansion_once,context
8,547,Abb.,Abbas,Abb.,not_expanded,"","","",not_expanded,Abb.,548 A 24 r. Abb. etc. mon. s. Egidii
8,4669,Abb.,Abbas,Abb.,not_expanded,"","","",not_expanded,Abb.,S 537 226 rs. Abb. etc. mon. s. Thome
8,5760,Abb.,Abbas,Abb.,not_expanded,"","","",not_expanded,Abb.,Weymelburg Abb. etc. mon. s. Ciriaci
7,2477,Abba.,Abbatissa,Abba.,not_expanded,"","","",not_expanded,Abba.,Quedelingborch Abba. etc. mon. monial. in
2,370,Aug.,Augustini,Aug.,not_expanded,"","","",not_expanded,Aug.,domum fr. herem. s. Aug. Magdeburg. eccl. s. Johannis
2,370,Aug.,Augustini,Aug.,not_expanded,"","","",not_expanded,Aug.,dom. fr. herem. s. Aug. eccl. s. Johannis in
2,7829,Aug.,Augustini,Aug.,not_expanded,"","","",not_expanded,Aug.,etc. o. herem. s. Aug. construenda 24 oct. 1405
4,1168,B.,Besekow,B.,not_expanded,"","","",not_expanded,B.,eccl. b. Marie op. B. Misnen. dioc. de indulg.
5,7372,Bebracen.,Bebracensis,Bebracen.,not_expanded,"","","",not_expanded,Bebracen.,ss. Justi et Clementis Bebracen. Magunt. dioc. minus legitime
5,7372,Bebracen.,Bebracensis,Bebracen.,not_expanded,"","","",not_expanded,Bebracen.,ss. Justi et Clementis Bebracen. Magunt. dioc. minus legitime
5,7372,Bebracen.,Bebracensis,Bebracen.,not_expanded,"","","",not_expanded,Bebracen.,ss. Justi et Clementis Bebracen. Magunt. dioc. ad petitionem
5,1954,Bononien.,Bononiensem,Bononien.,not_expanded,"","","",not_expanded,Bononien.,concil. Basil. ad civit. Bononien. et ei commendat sicut
7,2477,Brunswic.,Brunswicensi,Brunswic.,not_expanded,"","","",not_expanded,Brunswic.,electore et Wilhelmo duce Brunswic. et Luneborg. de constit.
5,885,Brunswicen.,Brunswicensibus,Brunswicen.,not_expanded,"","","",not_expanded,Brunswicen.,Ottone Wilhelmo et Hinrico Brunswicen. et Luneborgen. ducibus patron.
5,6313,Brunswicen.,Brunswicensibus,Brunswicen.,not_expanded,"","","",not_expanded,Brunswicen.,min. Catharina ex ducibus Brunswicen. genita ducissa Saxsonie marchionissa
6,6002,Brunswicen.,Brunswicensi,Brunswicen.,not_expanded,"","","",not_expanded,Brunswicen.,dioc. insinuante Henrico duce Brunswicen. relax. 7 an. 15
8,1132,Capel.,Capella,Capel.,not_expanded,"","","",not_expanded,Capel.,Veesaer Capel. s. Crucis in op.
8,5423,Capel.,Capella,Capel.,not_expanded,"","","",not_expanded,Capel.,Tangermunde Capel. b. Marie extra op.
9,528,Capel.,Capella,Capel.,not_expanded,"","","",not_expanded,Capel.,Berokow Capel. b. Marie loci de
9,589,Capel.,Capella,Capel.,not_expanded,"","","",not_expanded,Capel.,Borsendorff Capel. b. Marie virg. in
9,597,Capel.,Capella,Capel.,not_expanded,"","","",not_expanded,Capel.,Broda Capel. s. Crucis in mon.
9,6302,Capel.,Capella,Capel.,not_expanded,"","","",not_expanded,Capel.,Czegenhain Capel. b. Marie virg. in
8,4669,Ciczen.,Ciczensis,Ciczen.,not_expanded,"","","",not_expanded,Ciczen.,N. necnon opidani op. Ciczen. Nuemburg. dioc. et subditi
2,2322,Cist.,Cisterciensis,Cist.,not_expanded,"","","",not_expanded,Cist.,s. Nicolai prope mon. Cist. o. Nuemburg. dioc. indulg.
2,2411,Cist.,Cisterciensis,Cist.,not_expanded,"","","",not_expanded,Cist.,Antiquecelle et mon. Buech Cist. o. Misnen. dioc. 26
2,7530,Cist.,Cisterciensis,Cist.,not_expanded,"","","",not_expanded,Cist.,Veteriscelle mon. s. Marie Cist. o. Misnen. dioc. indulg.
4,14862,Citzen.,Citzensi,Citzen.,not_expanded,"","","",not_expanded,Citzen.,et in colleg. eccl. Citzen. d. dioc. quod prepos.
9,6104,Colleg.,Collegiata,Colleg.,not_expanded,"","","",not_expanded,Colleg.,Wernigerad ac Stalberg Colleg. eccl. in op. W.
9,1835,Conc.,Concessum,Conc.,not_expanded,"","","",not_expanded,Conc.,vel relig. iniungere possit Conc. c. consensu ordin. 18
9,2155,Conc.,Concessum,Conc.,not_expanded,"","","",not_expanded,Conc.,in castro op. Stolberg Conc. 3 an. 12 sept.
9,5702,Conc.,Concessum,Conc.,not_expanded,"","","",not_expanded,Conc.,de indulg. 7 an. Conc. de 5 an. 18
9,6302,Conc.,Concessum,Conc.,not_expanded,"","","",not_expanded,Conc.,de indulg. 10 an. Conc. 3 an. 4 febr.
2,7568,Corp.,Corporis,Corp.,not_expanded,"","","",not_expanded,Corp.,Wilsnack par. eccl. Corp. Christi Havelberg. dioc. indulg.
2,7645,Corp.,Corporis,Corp.,not_expanded,"","","",not_expanded,Corp.,L 87 126 capella Corp. Christi Brandenburg. dioc. indulg.
2,7645,Corp.,Corporis,Corp.,not_expanded,"","","",not_expanded,Corp.,Czedink capella Corp. Christi Brandenburg. dioc. indulg.
8,324,Corp.,Corporis,Corp.,not_expanded,"","","",not_expanded,Corp.,annexa de conf. fraternitatem Corp. Cristi p. cap. vic.
4,3100,Cytzen.,Cytzensis,Cytzen.,not_expanded,"","","",not_expanded,Cytzen.,ss. Petri et Pauli Cytzen. Nuemburg. dioc. obtinendis a
4,6189,Diminen.,Diminensis,Diminen.,not_expanded,"","","",not_expanded,Diminen.,et preb. ac archidiac. Diminen. in eccl. Camin. 8
4,6189,Dyminen.,Dyminensi,Dyminen.,not_expanded,"","","",not_expanded,Dyminen.,et preb. ac archidiac. Dyminen. in eccl. Camin. vac.
4,6189,Dyminen.,Dyminensi,Dyminen.,not_expanded,"","","",not_expanded,Dyminen.,si neutri de archidiac. Dyminen. ac can. et preb.
4,6189,Dyminen.,Dyminensi,Dyminen.,not_expanded,"","","",not_expanded,Dyminen.,et preb. ac archidiac. Dyminen. eccl. Camin. vac. p.
4,6189,Dyminen.,Dyminensis,Dyminen.,not_expanded,"","","",not_expanded,Dyminen.,preb. Camin. ac archidiac. Dyminen. in eccl. Camin. vac.
4,6189,Dyminen.,Dyminensis,Dyminen.,not_expanded,"","","",not_expanded,Dyminen.,preb. Camin. ac archidiac. Dyminen. in d. eccl. vac.
4,6189,Dyminen.,Dyminensi,Dyminen.,not_expanded,"","","",not_expanded,Dyminen.,Bard Zwerin. dioc. archidiac. Dyminen. in eccl. Camin. can.
9,419,Eccl.,Ecclesia,Eccl.,not_expanded,"","","",not_expanded,Eccl.,Barbi Eccl. dom. b. Marie et
9,1057,Eccl.,Ecclesia,Eccl.,not_expanded,"","","",not_expanded,Eccl.,Dragenicz Eccl. s. Pangratii et s.
5,885,Embecen.,Embecensis,Embecen.,not_expanded,"","","",not_expanded,Embecen.,ac eccl. s. Alexandri Embecen. Magunt. dioc. L 342
4,8386,Erford.,Erfordensi,Erford.,not_expanded,"","","",not_expanded,Erford.,in eccl. b. Marie Erford. Magunt. dioc. vac. p.
4,8386,Erford.,Erfordensi,Erford.,not_expanded,"","","",not_expanded,Erford.,in eccl. b. Marie Erford. 19 ian. 1425 S
4,8386,Erford.,Erfordensi,Erford.,not_expanded,"","","",not_expanded,Erford.,in eccl. b. Marie Erford. d. dioc. certis protestationibus
4,1307,Erforden.,Erfordensis,Erforden.,not_expanded,"","","",not_expanded,Erforden.,Nuemburg. necnon s. Severi Erforden. pro Henrico Vitztumi cler.
4,2980,F.,Fridericum,F.,not_expanded,"","","",not_expanded,F.,ad decennium p. d. F. concessam 23 iun. 1426
5,6313,Ferrarien.,Ferrariensem,Ferrarien.,not_expanded,"","","",not_expanded,Ferrarien.,civit. Basil. ad civit. Ferrarien. mandaturque eis ut quantocius
8,4669,Franckforden.,Franckfordensi,Franckforden.,not_expanded,"","","",not_expanded,Franckforden.,el. esset in op. Franckforden. Magunt. dioc. necnon al.
5,885,Goslarien.,Goslariensis,Goslarien.,not_expanded,"","","",not_expanded,Goslarien.,ss. Symonis et Jude Goslarien. Hildesem. dioc. ac eccl.
4,6189,Gostrowen.,Gostrowensi,Gostrowen.,not_expanded,"","","",not_expanded,Gostrowen.,mai. preb. Camin. ac Gostrowen. Camin. dioc. necnon Zwerin.
4,3100,Gothen.,Gothensis,Gothen.,not_expanded,"","","",not_expanded,Gothen.,vacaturos in eccl. op. Gothen. Magunt. dioc. 10 aug.
4,6189,Gustrowen.,Gustrowensi,Gustrowen.,not_expanded,"","","",not_expanded,Gustrowen.,min. preb. Zwerin. ac Gustrowen. Camin. dioc. 19 febr.
4,6189,Gustrowen.,Gustrowensi,Gustrowen.,not_expanded,"","","",not_expanded,Gustrowen.,min. preb. Camin. Zwerin. Gustrowen. Camin. dioc. lite sup.
4,6189,Gustrowen.,Gustrowensi,Gustrowen.,not_expanded,"","","",not_expanded,Gustrowen.,Zwerin. et in eccl. Gustrowen. Camin. dioc. 9 mai.
4,6189,Gustrowen.,Gustrowensem,Gustrowen.,not_expanded,"","","",not_expanded,Gustrowen.,min. preb. Zwerin. Camin. Gustrowen. Camin. dioc. obtinenti prov.
4,6189,Gustrowen.,Gustrowensis,Gustrowen.,not_expanded,"","","",not_expanded,Gustrowen.,can. et preb. eccl. Gustrowen. Camin. dioc. par. eccl.
4,6189,Gustrowen.,Gustrowensi,Gustrowen.,not_expanded,"","","",not_expanded,Gustrowen.,min. preb. Camin. et Gustrowen. Camin. dioc. ac par.
4,6189,Gustrowen.,Gustrowensi,Gustrowen.,not_expanded,"","","",not_expanded,Gustrowen.,min. preb. Camin. et Gustrowen. Camin. dioc. ac par.
4,6189,Gustrowen.,Gustrowensi,Gustrowen.,not_expanded,"","","",not_expanded,Gustrowen.,min. preb. in eccl. Gustrowen. Camin. dioc. ac Zwerin.
4,6189,Gustrowen.,Gustrowensi,Gustrowen.,not_expanded,"","","",not_expanded,Gustrowen.,Zwerin. ac in eccl. Gustrowen. Camin. dioc. et Camin.
4,6189,Gustrowen.,Gustrowensi,Gustrowen.,not_expanded,"","","",not_expanded,Gustrowen.,Kentze can. Camin. et Gustrowen. can. et mai. preb.
4,6189,Gustrowen.,Gustrowensi,Gustrowen.,not_expanded,"","","",not_expanded,Gustrowen.,Bowerstorp vic. in eccl. Gustrowen. Camin. dioc. 6 aug.
4,6189,Gustrowen.,Gustrowensi,Gustrowen.,not_expanded,"","","",not_expanded,Gustrowen.,preb. Zwerin. Camin. et Gustrowen. Camin. dioc. par. eccl.
4,8386,Hamborg.,Hamborgensis,Hamborg.,not_expanded,"","","",not_expanded,Hamborg.,preb. eccl. b. Marie Hamborg. Bremen. dioc. 16 oct.
2,2322,Hamburg.,Hamburgensis,Hamburg.,not_expanded,"","","",not_expanded,Hamburg.,instar eccl. b. Marie Hamburg. Bremen. dioc. 15 sept.
4,8386,Hamburg.,Hamburgensis,Hamburg.,not_expanded,"","","",not_expanded,Hamburg.,et eccl. b. Marie Hamburg. Bremen. dioc. n. o.
4,8386,Hamburg.,Hamburgensis,Hamburg.,not_expanded,"","","",not_expanded,Hamburg.,preb. eccl. b. Marie Hamburg. et de disp. sup.
4,6189,Hamburgen.,Hamburgensis,Hamburgen.,not_expanded,"","","",not_expanded,Hamburgen.,eccl. colleg. b. Marie Hamburgen. Bremen. dioc. post Johannem
4,6189,Hamburgen.,Hamburgensis,Hamburgen.,not_expanded,"","","",not_expanded,Hamburgen.,cripta eccl. b. Marie Hamburgen. Bremen. dioc. sup. ann.
8,5719,Hosp.,Hospitale,Hosp.,not_expanded,"","","",not_expanded,Hosp.,Uszleuben Hosp. op. U. Halberstad. dioc.
4,2980,J.,Johanne,J.,not_expanded,"","","",not_expanded,J.,familia de confess. pro J. et conthorali de lic.
4,2980,J.,Johanne,J.,not_expanded,"","","",not_expanded,J.,diem et interd. pro J. de lacticiniis pro J.
4,2980,J.,Johanne,J.,not_expanded,"","","",not_expanded,J.,J. de lacticiniis pro J. et familia de confess.
8,2974,Johannesabb.,Johannesabbas,Johannesabb.,not_expanded,"","","",not_expanded,Johannesabb.,Johannesabb. etc. mon. s. Nicolai
4,3100,Kempnicen.,Kempnicensi,Kempnicen.,not_expanded,"","","",not_expanded,Kempnicen.,s. Jacobi in op. Kempnicen. d. dioc. pro eccl.
4,10537,Lincopen.,Lincopensis,Lincopen.,not_expanded,"","","",not_expanded,Lincopen.,et Zwerin. ac mon. Lincopen. et Ottonien. dioc. revoc.
9,1835,Lincopen.,Lincopensis,Lincopen.,not_expanded,"","","",not_expanded,Lincopen.,par. eccl. op. Wysbu Lincopen. dioc. de iur. patron.
5,7372,Lipczen.,Lipczensi,Lipczen.,not_expanded,"","","",not_expanded,Lipczen.,2 doctoribus in studio Lipczen. Merseburg. dioc. legentibus et
4,3100,Liptzen.,Liptzensis,Liptzen.,not_expanded,"","","",not_expanded,Liptzen.,a personis universitatis studii Liptzen. Merseburg. dioc. de conc.
4,3100,Liptzen.,Liptzensis,Liptzen.,not_expanded,"","","",not_expanded,Liptzen.,p. rect. etc. studii Liptzen. conferantur 20 ian. 1421
2,6133,Luben.,Lubense,Luben.,not_expanded,"","","",not_expanded,Luben.,d. mon. et mon. Luben. d. o. Wratislav. dioc.
2,370,Lucan.,Lucano,Lucan.,not_expanded,"","","",not_expanded,Lucan.,Bartholomeo de Turchiis civi Lucan. assignatarum medietas in fabricam
7,2477,Luneborg.,Luneborgensi,Luneborg.,not_expanded,"","","",not_expanded,Luneborg.,Wilhelmo duce Brunswic. et Luneborg. de constit. die ostendendis
5,885,Luneborgen.,Luneborgensibus,Luneborgen.,not_expanded,"","","",not_expanded,Luneborgen.,et Hinrico Brunswicen. et Luneborgen. ducibus patron. etiam supplic.
8,4669,Mag.,Magister,Mag.,not_expanded,"","","",not_expanded,Mag.,S 525 267 r. Mag. civ. proconsules consules et
2,5332,Magd.,Magdalene,Magd.,not_expanded,"","","",not_expanded,Magd.,mon. monial. s. Marie Magd. o. s. Aug. indulg.
9,597,Magnopolen.,Magnopolensi,Magnopolen.,not_expanded,"","","",not_expanded,Magnopolen.,quod ab Ulrico duce Magnopolen. pro sua et progenitorum
9,1835,Magnopolen.,Magnopolensis,Magnopolen.,not_expanded,"","","",not_expanded,Magnopolen.,286 v Henrici ducis Magnopolen. secr. de disp. ad
9,1835,Magnopolen.,Magnopolensis,Magnopolen.,not_expanded,"","","",not_expanded,Magnopolen.,petitionem Henrici sen. ducis Magnopolen. collatoris pro d. eccl.
9,5381,Magnopolen.,Magnopolensi,Magnopolen.,not_expanded,"","","",not_expanded,Magnopolen.,dioc. supplic. Ulrico duce Magnopolen. de indulg. 10 an.
9,5679,Magnopolen.,Magnopolensi,Magnopolen.,not_expanded,"","","",not_expanded,Magnopolen.,dioc. supplic. Ulrico duce Magnopolen. de indulg. 10 an.
5,8513,Norenbergen.,Norenbergensi,Norenbergen.,not_expanded,"","","",not_expanded,Norenbergen.,marchione Brandenburg. et burggravio Norenbergen. Friderici I. marchionis Brandenburg.
5,8513,Norenbergen.,Norenbergensi,Norenbergen.,not_expanded,"","","",not_expanded,Norenbergen.,marchione Brandenburg. et burggravio Norenbergen. Friderici I. marchionis Brandenburg.
4,2980,Noveciv.,Novecivitatis,Noveciv.,not_expanded,"","","",not_expanded,Noveciv.,ss. Katherine et Amalberge Noveciv. predicte de indulg. pro
4,2980,Noveciv.,Novecivitatis,Noveciv.,not_expanded,"","","",not_expanded,Noveciv.,excom. pro consul. etc. Noveciv. Brandenburg. de indulg. pro
4,2980,Noveciv.,Novecivitatis,Noveciv.,not_expanded,"","","",not_expanded,Noveciv.,s. Spiritus penes portam Noveciv. predicte 21 apr. 1418
4,2980,Nuremberg.,Nurembergensis,Nuremberg.,not_expanded,"","","",not_expanded,Nuremberg.,Brandenburg. elector ac burggravius Nuremberg. de insigniis pont. pro
4,2980,Nurenburg.,Nurenburgensis,Nurenburg.,not_expanded,"","","",not_expanded,Nurenburg.,par. eccl. s. Sebaldi Nurenburg. Bamberg. dioc. et communitatem
9,5330,Op.,Opidum,Op.,not_expanded,"","","",not_expanded,Op.,S 624 198 vs. Op. P. Havelberg. dioc. in
4,10537,Ottonien.,Ottoniensis,Ottonien.,not_expanded,"","","",not_expanded,Ottonien.,ac mon. Lincopen. et Ottonien. dioc. revoc. de novo
7,2510,Par.,Parochialis,Par.,not_expanded,"","","",not_expanded,Par.,Rokelitze Par. eccl. s. Laurencii Halberstad.
8,4104,Par.,Parochialis,Par.,not_expanded,"","","",not_expanded,Par.,Manszfelt Par. eccl. capel. sive pleban.
9,730,Par.,Parochialis,Par.,not_expanded,"","","",not_expanded,Par.,Colditz Colnitz Par. eccl. in C. Misnen.
9,1004,Par.,Parochialis,Par.,not_expanded,"","","",not_expanded,Par.,Deben Par. eccl. bb. Petri et
9,4226,Par.,Parochialis,Par.,not_expanded,"","","",not_expanded,Par.,Lisnigk Par. eccl. s. Nicolai in
9,5330,Par.,Parochialis,Par.,not_expanded,"","","",not_expanded,Par.,Pritzwalk Par. eccl. op. P. Havelberg.
9,5381,Par.,Parochialis,Par.,not_expanded,"","","",not_expanded,Par.,Riddermanshanghem Par. eccl. b. Marie virg.
9,5679,Par.,Parochialis,Par.,not_expanded,"","","",not_expanded,Par.,Strelicze Par. eccl. in S. Havelberg.
9,5684,Par.,Parochialis,Par.,not_expanded,"","","",not_expanded,Par.,Sunnenwald Par. eccl. in S. Misnen.
4,6189,Parchimen.,Parchimensi,Parchimen.,not_expanded,"","","",not_expanded,Parchimen.,unacum Johanne Molner archidiac. Parchimen. in eccl. Zwerin. contra
4,6189,Parchimen.,Parchimensis,Parchimen.,not_expanded,"","","",not_expanded,Parchimen.,sui Johannis Molner archidiac. Parchimen. 21 aug. 1419 DC
4,5597,Pozauien.,Pozauiensis,Pozauien.,not_expanded,"","","",not_expanded,Pozauien.,abb. mon. b. Marie Pozauien. Nuemburg. dioc. de indulg.
9,5702,Precept.,Preceptor,Precept.,not_expanded,"","","",not_expanded,Precept.,S 656 149 r. Precept. et fratres dom. s.
9,5702,Precept.,Preceptor,Precept.,not_expanded,"","","",not_expanded,Precept.,Temptzyn Precept. et fratres dom. s.
8,324,Prep.,Prepositus,Prep.,not_expanded,"","","",not_expanded,Prep.,Aschersleven Asscherleven. Prep. etc. mon. monial. b.
8,547,Prep.,Prepositus,Prep.,not_expanded,"","","",not_expanded,Prep.,Brunswic. Brun wic. Brunswicen. Prep. etc. eccl. s. Ciriaci
8,4669,Prep.,Prepositus,Prep.,not_expanded,"","","",not_expanded,Prep.,Nuemburg. Prep. etc. eccl. N. de
8,4669,Prep.,Prepositus,Prep.,not_expanded,"","","",not_expanded,Prep.,S 537 226 r. Prep. etc. eccl. N. de
9,1746,Prep.,Prepositus,Prep.,not_expanded,"","","",not_expanded,Prep.,Halla Alle Prep. et conv. mon. s.
9,1746,Prep.,Prepositus,Prep.,not_expanded,"","","",not_expanded,Prep.,S 602 199 r. Prep. et conv. mon. s.
4,6189,Rosticen.,Rosticensi,Rosticen.,not_expanded,"","","",not_expanded,Rosticen.,prius Johanni Meynesti archidiac. Rosticen. in eccl. Zwerin. commissa
9,1835,Rostoccen.,Rostoccensis,Rostoccen.,not_expanded,"","","",not_expanded,Rostoccen.,eccl. b. Marie op. Rostoccen. Zwerin. dioc. de perp.
9,1835,Rostockcen.,Rostockcensis,Rostockcen.,not_expanded,"","","",not_expanded,Rostockcen.,par. eccl. s. Jacobi Rostockcen. Zwerin. dioc. cui ad
2,7601,SS.,Sanctorum,SS.,not_expanded,"","","",not_expanded,SS.,dioc. eccl. capella omn. SS. nunc. indulg. 19 iul.
4,1399,SS.,Sanctorum,SS.,not_expanded,"","","",not_expanded,SS.,Andree ap. ac omn. SS. in capella castri Culditz
2,6133,Sagan.,Saganensi,Sagan.,not_expanded,"","","",not_expanded,Sagan.,marchioni Moravie et duci Sagan. discussionem sup. concordia inter
4,8386,Stendalien.,Stendaliensi,Stendalien.,not_expanded,"","","",not_expanded,Stendalien.,in eccl. s. Nicolai Stendalien. Halberstad. dioc. 31 iul.
4,8386,Stendalien.,Stendaliensis,Stendalien.,not_expanded,"","","",not_expanded,Stendalien.,preb. eccl. s. Nicolai Stendalien. Halberstad. dioc. vac. p.
4,6189,Stetin.,Stetinensis,Stetin.,not_expanded,"","","",not_expanded,Stetin.,ad present. Wartislai ducis Stetin. vac. p. o. Radolphi
4,6189,Stetinen.,Stetinensis,Stetinen.,not_expanded,"","","",not_expanded,Stetinen.,preb. eccl. s. Ottonis Stetinen. Camin. can. et min.
9,597,Stetinen.,Stetinensium,Stetinen.,not_expanded,"","","",not_expanded,Stetinen.,supra p. guerras ducum Stetinen. restaurandum supplic. d. duce
4,6189,Stolpen.,Stolpensis,Stolpen.,not_expanded,"","","",not_expanded,Stolpen.,149 243 v. archidiac. Stolpen. in eccl. Camin. de
4,6189,Stolpen.,Stolpensi,Stolpen.,not_expanded,"","","",not_expanded,Stolpen.,Bard Zwerin. dioc. archidiac. Stolpen. in eccl. Camin. dim.
4,6189,Stolpen.,Stolpensis,Stolpen.,not_expanded,"","","",not_expanded,Stolpen.,v. de conf. archidiac. Stolpen. in eccl. Camin. vac.
4,6189,Stolpen.,Stolpensi,Stolpen.,not_expanded,"","","",not_expanded,Stolpen.,dioc. lite sup. archidiac. Stolpen. in eccl. Camin. 18
4,6189,Stolpen.,Stolpensi,Stolpen.,not_expanded,"","","",not_expanded,Stolpen.,dioc. lite sup. archidiac. Stolpen. in eccl. Camin. 15
5,8513,Tangermunden.,Tangermundensis,Tangermunden.,not_expanded,"","","",not_expanded,Tangermunden.,Nova e. m. op. Tangermunden. in loco a d.
7,1083,Tangermunden.,Tangermundensi,Tangermunden.,not_expanded,"","","",not_expanded,Tangermunden.,necnon in s. Stephani Tangermunden. et in s. Ciriaci
2,370,Terdon.,Terdonensis,Terdon.,not_expanded,"","","",not_expanded,Terdon.,Percipiano o. s. Ben. Terdon. dioc. conc. lic. quod
2,370,Terdon.,Terdonensis,Terdon.,not_expanded,"","","",not_expanded,Terdon.,Percipiano o. s. Ben. Terdon. dioc. nuntio et Bartholomeo
2,370,Terdon.,Terdonensis,Terdon.,not_expanded,"","","",not_expanded,Terdon.,Percipiano o. s. Ben. Terdon. dioc. ad ipsius hosp.
9,1746,Tirasonen.,Tirasonensem,Tirasonen.,not_expanded,"","","",not_expanded,Tirasonen.,componendum ad Petrum ep. Tirasonen. bulla sup. indulto quod
2,2477,Venet.,Venetiarum,Venet.,not_expanded,"","","",not_expanded,Venet.,instar eccl. s. Marci Venet. 10 ian. 1399 L
4,2980,Vetericiv.,Vetericivitate,Vetericiv.,not_expanded,"","","",not_expanded,Vetericiv.,post recessum excom. pro Vetericiv. Brandenburg. 30 dec. 1429
3,1629,Virg.,Virginis,Virg.,not_expanded,"","","",not_expanded,Virg.,Monsboldensberg capel. b. Marie Virg. Brandenburg. dioc. de indulg.
3,1990,Vng.,Vngarie,Vng.,not_expanded,"","","",not_expanded,Vng.,supplic. Sigismundo Rom. et Vng. rege incorp. maioris preb.
4,6189,a.,anno,a.,not_expanded,"","","",not_expanded,a.,data III kal. febr. a. I 23 S 167
5,7397,a.,argenti,a.,not_expanded,"","","",not_expanded,a.,d. eccl. 4 m. a. p. qui in oblationibus
4,14862,abb.,abbatibus,abb.,not_expanded,"","","",not_expanded,abb.,prep. esu carnium pro abb. etc. o. s. Ben.
4,14862,absol.,absolvendi,absol.,not_expanded,"","","",not_expanded,absol.,Aldenburg Nuemburg. dioc. fac. absol. in casibus reserv. pro
8,4669,al.,aliis,al.,not_expanded,"","","",not_expanded,al.,Franckforden. Magunt. dioc. necnon al. terris dum in R.
4,6189,annat.,annatis,annat.,not_expanded,"","","",not_expanded,annat.,212 151 oblig. sup. annat. p. Hermannum Robiin procur.
4,8386,annat.,annata,annat.,not_expanded,"","","",not_expanded,annat.,183 37 oblig. sup. annat. par. eccl. in Lobda
4,8386,annat.,annata,annat.,not_expanded,"","","",not_expanded,annat.,251 111 oblig. sup. annat. par. eccl. in Gebese
4,8386,annat.,annatis,annat.,not_expanded,"","","",not_expanded,annat.,77 v. oblig. sup. annat. can. et mai. preb.
4,8386,annat.,annatis,annat.,not_expanded,"","","",not_expanded,annat.,265 v. oblig. sup. annat. par. eccl. in Welsleue
4,8386,annat.,annatis,annat.,not_expanded,"","","",not_expanded,annat.,259 90 oblig. sup. annat. can. et mai. preb.
9,1835,ap.,apostolice,ap.,not_expanded,"","","",not_expanded,ap.,Henrici Bullen succollect. cam. ap. 11 decb. 1470 S
2,2411,b.,beate,b.,not_expanded,"","","",not_expanded,b.,d. collegio par. eccl. b. Marie d. loci ad
4,14862,b.,beate,b.,not_expanded,"","","",not_expanded,b.,indulg. pro par. eccl. b. Marie v. in Ebirstorff
4,14862,b.,beate,b.,not_expanded,"","","",not_expanded,b.,IX pro eccl. colleg. b. Marie in castro Aldenburg
9,1835,b.,beate,b.,not_expanded,"","","",not_expanded,b.,vic. in par. eccl. b. Marie op. Rostoccen. Zwerin.
9,3474,b.,beate,b.,not_expanded,"","","",not_expanded,b.,an. pro eccl. dom. b. Marie et s. Francisci
9,1835,benef.,beneficia,benef.,not_expanded,"","","",not_expanded,benef.,disp. ad 2 incompat. benef. Et de par. eccl.
2,2411,can.,canonicis,can.,not_expanded,"","","",not_expanded,can.,collegium c. decan. et can. apud capellam s. Crucis
5,6853,cann.,canonici,cann.,not_expanded,"","","",not_expanded,cann.,Misnen. conc. ut sicut cann. prebend. d. eccl. mediam
5,6853,cann.,canonici,cann.,not_expanded,"","","",not_expanded,cann.,Misnen. conc. ut sicut cann. prebend. d. eccl. mediam
5,6853,cann.,canonici,cann.,not_expanded,"","","",not_expanded,cann.,Misnen. conc. ut sicut cann. prebend. d. eccl. mediam
